,link_title,channel,no_of_views,time_uploaded,comment,upvotes,no_contract,comments_str,tokenized,lower,no_punct,no_stopwords,pos_tags,wordnet_pos,lemmatized
576,"Dr. Fauci, White House Covid-19 Response Team hold briefing | NBC News",NBC News,"401,243 views","Streamed live on Jan 28, 2021",Do the people of earth know I exist? No my Lord! Good! It'll be interesting!,0,"['Do', 'the', 'people', 'of', 'earth', 'know', 'I', 'exist?', 'No', 'my', 'Lord!', 'Good!', 'it will', 'be', 'interesting!']",Do the people of earth know I exist? No my Lord! Good! it will be interesting!,"['Do', 'the', 'people', 'of', 'earth', 'know', 'I', 'exist', '?', 'No', 'my', 'Lord', '!', 'Good', '!', 'it', 'will', 'be', 'interesting', '!']","['do', 'the', 'people', 'of', 'earth', 'know', 'i', 'exist', '?', 'no', 'my', 'lord', '!', 'good', '!', 'it', 'will', 'be', 'interesting', '!']","['do', 'the', 'people', 'of', 'earth', 'know', 'i', 'exist', 'no', 'my', 'lord', 'good', 'it', 'will', 'be', 'interesting']","['people', 'earth', 'know', 'exist', 'lord', 'good', 'interesting']","[('people', 'NNS'), ('earth', 'VBP'), ('know', 'JJ'), ('exist', 'VBP'), ('lord', 'JJ'), ('good', 'JJ'), ('interesting', 'NN')]","[('people', 'n'), ('earth', 'v'), ('know', 'a'), ('exist', 'v'), ('lord', 'a'), ('good', 'a'), ('interesting', 'n')]","['people', 'earth', 'know', 'exist', 'lord', 'good', 'interesting']"
577,"Dr. Fauci, White House Covid-19 Response Team hold briefing | NBC News",NBC News,"401,243 views","Streamed live on Jan 28, 2021","In-your-dark-hours
When-human-help
Fails-keep-very-closed
To-the-man-of",11,"['In-your-dark-hours', 'When-human-help', 'Fails-keep-very-closed', 'To-the-man-of']",In-your-dark-hours When-human-help Fails-keep-very-closed To-the-man-of,"['In-your-dark-hours', 'When-human-help', 'Fails-keep-very-closed', 'To-the-man-of']","['in-your-dark-hours', 'when-human-help', 'fails-keep-very-closed', 'to-the-man-of']","['in-your-dark-hours', 'when-human-help', 'fails-keep-very-closed', 'to-the-man-of']","['in-your-dark-hours', 'when-human-help', 'fails-keep-very-closed', 'to-the-man-of']","[('in-your-dark-hours', 'JJ'), ('when-human-help', 'JJ'), ('fails-keep-very-closed', 'JJ'), ('to-the-man-of', 'NN')]","[('in-your-dark-hours', 'a'), ('when-human-help', 'a'), ('fails-keep-very-closed', 'a'), ('to-the-man-of', 'n')]","['in-your-dark-hours', 'when-human-help', 'fails-keep-very-closed', 'to-the-man-of']"
578,"Dr. Fauci, White House Covid-19 Response Team hold briefing | NBC News",NBC News,"401,243 views","Streamed live on Jan 28, 2021",When is Covid 20 going to hit? Asking for a friend.,29,"['When', 'is', 'Covid', '20', 'going', 'to', 'hit?', 'Asking', 'for', 'a', 'friend.']",When is Covid 20 going to hit? Asking for a friend.,"['When', 'is', 'Covid', '20', 'going', 'to', 'hit', '?', 'Asking', 'for', 'a', 'friend', '.']","['when', 'is', 'covid', '20', 'going', 'to', 'hit', '?', 'asking', 'for', 'a', 'friend', '.']","['when', 'is', 'covid', '20', 'going', 'to', 'hit', 'asking', 'for', 'a', 'friend']","['covid', '20', 'going', 'hit', 'asking', 'friend']","[('covid', 'NN'), ('20', 'CD'), ('going', 'VBG'), ('hit', 'VBN'), ('asking', 'VBG'), ('friend', 'NN')]","[('covid', 'n'), ('20', 'n'), ('going', 'v'), ('hit', 'v'), ('asking', 'v'), ('friend', 'n')]","['covid', '20', 'go', 'hit', 'ask', 'friend']"
579,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","Boris: looks down at his notes 

BBC editors: quick that looks like hes sorry, use that as a thumbnail",1.4K,"['Boris:', 'looks', 'down', 'at', 'his', 'notes', 'BBC', 'editors:', 'quick', 'that', 'looks', 'like', 'hes', 'sorry,', 'use', 'that', 'as', 'a', 'thumbnail']","Boris: looks down at his notes BBC editors: quick that looks like hes sorry, use that as a thumbnail","['Boris', ':', 'looks', 'down', 'at', 'his', 'notes', 'BBC', 'editors', ':', 'quick', 'that', 'looks', 'like', 'hes', 'sorry', ',', 'use', 'that', 'as', 'a', 'thumbnail']","['boris', ':', 'looks', 'down', 'at', 'his', 'notes', 'bbc', 'editors', ':', 'quick', 'that', 'looks', 'like', 'hes', 'sorry', ',', 'use', 'that', 'as', 'a', 'thumbnail']","['boris', 'looks', 'down', 'at', 'his', 'notes', 'bbc', 'editors', 'quick', 'that', 'looks', 'like', 'hes', 'sorry', 'use', 'that', 'as', 'a', 'thumbnail']","['boris', 'looks', 'notes', 'bbc', 'editors', 'quick', 'looks', 'like', 'hes', 'sorry', 'use', 'thumbnail']","[('boris', 'NN'), ('looks', 'VBZ'), ('notes', 'NNS'), ('bbc', 'IN'), ('editors', 'NNS'), ('quick', 'VBP'), ('looks', 'VBZ'), ('like', 'IN'), ('hes', 'NNS'), ('sorry', 'VBP'), ('use', 'NN'), ('thumbnail', 'NN')]","[('boris', 'n'), ('looks', 'v'), ('notes', 'n'), ('bbc', 'n'), ('editors', 'n'), ('quick', 'v'), ('looks', 'v'), ('like', 'n'), ('hes', 'n'), ('sorry', 'v'), ('use', 'n'), ('thumbnail', 'n')]","['boris', 'look', 'note', 'bbc', 'editor', 'quick', 'look', 'like', 'he', 'sorry', 'use', 'thumbnail']"
580,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",Hot Take: he's not sorry.,357,"['Hot', 'Take:', 'he is', 'not', 'sorry.']",Hot Take: he is not sorry.,"['Hot', 'Take', ':', 'he', 'is', 'not', 'sorry', '.']","['hot', 'take', ':', 'he', 'is', 'not', 'sorry', '.']","['hot', 'take', 'he', 'is', 'not', 'sorry']","['hot', 'take', 'sorry']","[('hot', 'JJ'), ('take', 'NN'), ('sorry', 'NN')]","[('hot', 'a'), ('take', 'n'), ('sorry', 'n')]","['hot', 'take', 'sorry']"
581,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",This video is the definition of crocodile tears.,181,"['This', 'video', 'is', 'the', 'definition', 'of', 'crocodile', 'tears.']",This video is the definition of crocodile tears.,"['This', 'video', 'is', 'the', 'definition', 'of', 'crocodile', 'tears', '.']","['this', 'video', 'is', 'the', 'definition', 'of', 'crocodile', 'tears', '.']","['this', 'video', 'is', 'the', 'definition', 'of', 'crocodile', 'tears']","['video', 'definition', 'crocodile', 'tears']","[('video', 'NN'), ('definition', 'NN'), ('crocodile', 'NN'), ('tears', 'NNS')]","[('video', 'n'), ('definition', 'n'), ('crocodile', 'n'), ('tears', 'n')]","['video', 'definition', 'crocodile', 'tear']"
582,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",This guy needs to step down: nothing’s changing,452,"['This', 'guy', 'needs', 'to', 'step', 'down:', 'nothing’s', 'changing']",This guy needs to step down: nothing’s changing,"['This', 'guy', 'needs', 'to', 'step', 'down', ':', 'nothing', '’', 's', 'changing']","['this', 'guy', 'needs', 'to', 'step', 'down', ':', 'nothing', '’', 's', 'changing']","['this', 'guy', 'needs', 'to', 'step', 'down', 'nothing', '’', 's', 'changing']","['guy', 'needs', 'step', 'nothing', '’', 'changing']","[('guy', 'NN'), ('needs', 'VBZ'), ('step', 'NN'), ('nothing', 'NN'), ('’', 'CD'), ('changing', 'NN')]","[('guy', 'n'), ('needs', 'v'), ('step', 'n'), ('nothing', 'n'), ('’', 'n'), ('changing', 'n')]","['guy', 'need', 'step', 'nothing', '’', 'changing']"
583,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","100.000 people: die
Boris: I am sorry.

The new era of British politeness.",970,"['100.000', 'people:', 'die', 'Boris:', 'I', 'am', 'sorry.', 'The', 'new', 'era', 'of', 'British', 'politeness.']",100.000 people: die Boris: I am sorry. The new era of British politeness.,"['100.000', 'people', ':', 'die', 'Boris', ':', 'I', 'am', 'sorry', '.', 'The', 'new', 'era', 'of', 'British', 'politeness', '.']","['100.000', 'people', ':', 'die', 'boris', ':', 'i', 'am', 'sorry', '.', 'the', 'new', 'era', 'of', 'british', 'politeness', '.']","['100.000', 'people', 'die', 'boris', 'i', 'am', 'sorry', 'the', 'new', 'era', 'of', 'british', 'politeness']","['100.000', 'people', 'die', 'boris', 'sorry', 'new', 'era', 'british', 'politeness']","[('100.000', 'CD'), ('people', 'NNS'), ('die', 'VBP'), ('boris', 'JJ'), ('sorry', 'JJ'), ('new', 'JJ'), ('era', 'NN'), ('british', 'JJ'), ('politeness', 'NN')]","[('100.000', 'n'), ('people', 'n'), ('die', 'v'), ('boris', 'a'), ('sorry', 'a'), ('new', 'a'), ('era', 'n'), ('british', 'a'), ('politeness', 'n')]","['100.000', 'people', 'die', 'boris', 'sorry', 'new', 'era', 'british', 'politeness']"
584,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",in other words he doesn’t care.,146,"['in', 'other', 'words', 'he', 'does not', 'care.']",in other words he does not care.,"['in', 'other', 'words', 'he', 'does', 'not', 'care', '.']","['in', 'other', 'words', 'he', 'does', 'not', 'care', '.']","['in', 'other', 'words', 'he', 'does', 'not', 'care']","['words', 'care']","[('words', 'NNS'), ('care', 'NN')]","[('words', 'n'), ('care', 'n')]","['word', 'care']"
585,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","I got more faith in boris’s Hair than him, himself...",107,"['I', 'got', 'more', 'faith', 'in', 'boris’s', 'Hair', 'than', 'him,', 'himself...']","I got more faith in boris’s Hair than him, himself...","['I', 'got', 'more', 'faith', 'in', 'boris', '’', 's', 'Hair', 'than', 'him', ',', 'himself', '...']","['i', 'got', 'more', 'faith', 'in', 'boris', '’', 's', 'hair', 'than', 'him', ',', 'himself', '...']","['i', 'got', 'more', 'faith', 'in', 'boris', '’', 's', 'hair', 'than', 'him', 'himself', '...']","['got', 'faith', 'boris', '’', 'hair', '...']","[('got', 'VBD'), ('faith', 'JJ'), ('boris', 'NN'), ('’', 'NNP'), ('hair', 'NN'), ('...', ':')]","[('got', 'v'), ('faith', 'a'), ('boris', 'n'), ('’', 'n'), ('hair', 'n'), ('...', 'n')]","['get', 'faith', 'boris', '’', 'hair', '...']"
586,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",if i hear “they’re doing their best” one more time i’m throwing hands,118,"['if', 'i', 'hear', '“they are', 'doing', 'their', 'best”', 'one', 'more', 'time', 'I am', 'throwing', 'hands']",if i hear “they are doing their best” one more time I am throwing hands,"['if', 'i', 'hear', '“', 'they', 'are', 'doing', 'their', 'best', '”', 'one', 'more', 'time', 'I', 'am', 'throwing', 'hands']","['if', 'i', 'hear', '“', 'they', 'are', 'doing', 'their', 'best', '”', 'one', 'more', 'time', 'i', 'am', 'throwing', 'hands']","['if', 'i', 'hear', '“', 'they', 'are', 'doing', 'their', 'best', '”', 'one', 'more', 'time', 'i', 'am', 'throwing', 'hands']","['hear', '“', 'best', '”', 'one', 'time', 'throwing', 'hands']","[('hear', 'JJ'), ('“', 'NN'), ('best', 'JJS'), ('”', 'IN'), ('one', 'CD'), ('time', 'NN'), ('throwing', 'VBG'), ('hands', 'NNS')]","[('hear', 'a'), ('“', 'n'), ('best', 'a'), ('”', 'n'), ('one', 'n'), ('time', 'n'), ('throwing', 'v'), ('hands', 'n')]","['hear', '“', 'best', '”', 'one', 'time', 'throw', 'hand']"
587,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",There's a difference between being sorry and admitting fault.,65,"['there is', 'a', 'difference', 'between', 'being', 'sorry', 'and', 'admitting', 'fault.']",there is a difference between being sorry and admitting fault.,"['there', 'is', 'a', 'difference', 'between', 'being', 'sorry', 'and', 'admitting', 'fault', '.']","['there', 'is', 'a', 'difference', 'between', 'being', 'sorry', 'and', 'admitting', 'fault', '.']","['there', 'is', 'a', 'difference', 'between', 'being', 'sorry', 'and', 'admitting', 'fault']","['difference', 'sorry', 'admitting', 'fault']","[('difference', 'NN'), ('sorry', 'NN'), ('admitting', 'VBG'), ('fault', 'NN')]","[('difference', 'n'), ('sorry', 'n'), ('admitting', 'v'), ('fault', 'n')]","['difference', 'sorry', 'admit', 'fault']"
588,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",I feel like this sounds like the south park BP oil sorry speech.,674,"['I', 'feel', 'like', 'this', 'sounds', 'like', 'the', 'south', 'park', 'BP', 'oil', 'sorry', 'speech.']",I feel like this sounds like the south park BP oil sorry speech.,"['I', 'feel', 'like', 'this', 'sounds', 'like', 'the', 'south', 'park', 'BP', 'oil', 'sorry', 'speech', '.']","['i', 'feel', 'like', 'this', 'sounds', 'like', 'the', 'south', 'park', 'bp', 'oil', 'sorry', 'speech', '.']","['i', 'feel', 'like', 'this', 'sounds', 'like', 'the', 'south', 'park', 'bp', 'oil', 'sorry', 'speech']","['feel', 'like', 'sounds', 'like', 'south', 'park', 'bp', 'oil', 'sorry', 'speech']","[('feel', 'NN'), ('like', 'IN'), ('sounds', 'NNS'), ('like', 'IN'), ('south', 'JJ'), ('park', 'NN'), ('bp', 'NN'), ('oil', 'NN'), ('sorry', 'NN'), ('speech', 'NN')]","[('feel', 'n'), ('like', 'n'), ('sounds', 'n'), ('like', 'n'), ('south', 'a'), ('park', 'n'), ('bp', 'n'), ('oil', 'n'), ('sorry', 'n'), ('speech', 'n')]","['feel', 'like', 'sound', 'like', 'south', 'park', 'bp', 'oil', 'sorry', 'speech']"
589,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",The sign language man looks like he’s having a whale of a time,128,"['The', 'sign', 'language', 'man', 'looks', 'like', 'he is', 'having', 'a', 'whale', 'of', 'a', 'time']",The sign language man looks like he is having a whale of a time,"['The', 'sign', 'language', 'man', 'looks', 'like', 'he', 'is', 'having', 'a', 'whale', 'of', 'a', 'time']","['the', 'sign', 'language', 'man', 'looks', 'like', 'he', 'is', 'having', 'a', 'whale', 'of', 'a', 'time']","['the', 'sign', 'language', 'man', 'looks', 'like', 'he', 'is', 'having', 'a', 'whale', 'of', 'a', 'time']","['sign', 'language', 'man', 'looks', 'like', 'whale', 'time']","[('sign', 'NN'), ('language', 'NN'), ('man', 'NN'), ('looks', 'VBZ'), ('like', 'IN'), ('whale', 'JJ'), ('time', 'NN')]","[('sign', 'n'), ('language', 'n'), ('man', 'n'), ('looks', 'v'), ('like', 'n'), ('whale', 'a'), ('time', 'n')]","['sign', 'language', 'man', 'look', 'like', 'whale', 'time']"
590,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",The transition of Boris Johnson’s hair is a good representation of how England has been doing,363,"['The', 'transition', 'of', 'Boris', 'Johnson’s', 'hair', 'is', 'a', 'good', 'representation', 'of', 'how', 'England', 'has', 'been', 'doing']",The transition of Boris Johnson’s hair is a good representation of how England has been doing,"['The', 'transition', 'of', 'Boris', 'Johnson', '’', 's', 'hair', 'is', 'a', 'good', 'representation', 'of', 'how', 'England', 'has', 'been', 'doing']","['the', 'transition', 'of', 'boris', 'johnson', '’', 's', 'hair', 'is', 'a', 'good', 'representation', 'of', 'how', 'england', 'has', 'been', 'doing']","['the', 'transition', 'of', 'boris', 'johnson', '’', 's', 'hair', 'is', 'a', 'good', 'representation', 'of', 'how', 'england', 'has', 'been', 'doing']","['transition', 'boris', 'johnson', '’', 'hair', 'good', 'representation', 'england']","[('transition', 'NN'), ('boris', 'NN'), ('johnson', 'NN'), ('’', 'NNP'), ('hair', 'NN'), ('good', 'JJ'), ('representation', 'NN'), ('england', 'NN')]","[('transition', 'n'), ('boris', 'n'), ('johnson', 'n'), ('’', 'n'), ('hair', 'n'), ('good', 'a'), ('representation', 'n'), ('england', 'n')]","['transition', 'boris', 'johnson', '’', 'hair', 'good', 'representation', 'england']"
591,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","Reading ""Sorry"" from a script, not from his heart and soul...",100,"['Reading', '""Sorry""', 'from', 'a', 'script,', 'not', 'from', 'his', 'heart', 'and', 'soul...']","Reading ""Sorry"" from a script, not from his heart and soul...","['Reading', '``', 'Sorry', ""''"", 'from', 'a', 'script', ',', 'not', 'from', 'his', 'heart', 'and', 'soul', '...']","['reading', '``', 'sorry', ""''"", 'from', 'a', 'script', ',', 'not', 'from', 'his', 'heart', 'and', 'soul', '...']","['reading', '``', 'sorry', ""''"", 'from', 'a', 'script', 'not', 'from', 'his', 'heart', 'and', 'soul', '...']","['reading', '``', 'sorry', ""''"", 'script', 'heart', 'soul', '...']","[('reading', 'VBG'), ('``', '``'), ('sorry', 'JJ'), (""''"", ""''""), ('script', 'JJ'), ('heart', 'NN'), ('soul', 'NN'), ('...', ':')]","[('reading', 'v'), ('``', 'n'), ('sorry', 'a'), (""''"", 'n'), ('script', 'a'), ('heart', 'n'), ('soul', 'n'), ('...', 'n')]","['read', '``', 'sorry', ""''"", 'script', 'heart', 'soul', '...']"
592,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","100,000 people: die

boris: sorry",382,"['100,000', 'people:', 'die', 'boris:', 'sorry']","100,000 people: die boris: sorry","['100,000', 'people', ':', 'die', 'boris', ':', 'sorry']","['100,000', 'people', ':', 'die', 'boris', ':', 'sorry']","['100,000', 'people', 'die', 'boris', 'sorry']","['100,000', 'people', 'die', 'boris', 'sorry']","[('100,000', 'CD'), ('people', 'NNS'), ('die', 'VBP'), ('boris', 'JJ'), ('sorry', 'NN')]","[('100,000', 'n'), ('people', 'n'), ('die', 'v'), ('boris', 'a'), ('sorry', 'n')]","['100,000', 'people', 'die', 'boris', 'sorry']"
593,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","Bojo: ""some of you may die. but thats a sacrifice I'm willing to make""",38,"['Bojo:', '""some', 'of', 'you', 'may', 'die.', 'but', 'that is', 'a', 'sacrifice', 'I am', 'willing', 'to', 'make""']","Bojo: ""some of you may die. but that is a sacrifice I am willing to make""","['Bojo', ':', '``', 'some', 'of', 'you', 'may', 'die', '.', 'but', 'that', 'is', 'a', 'sacrifice', 'I', 'am', 'willing', 'to', 'make', ""''""]","['bojo', ':', '``', 'some', 'of', 'you', 'may', 'die', '.', 'but', 'that', 'is', 'a', 'sacrifice', 'i', 'am', 'willing', 'to', 'make', ""''""]","['bojo', '``', 'some', 'of', 'you', 'may', 'die', 'but', 'that', 'is', 'a', 'sacrifice', 'i', 'am', 'willing', 'to', 'make', ""''""]","['bojo', '``', 'may', 'die', 'sacrifice', 'willing', 'make', ""''""]","[('bojo', 'IN'), ('``', '``'), ('may', 'MD'), ('die', 'VB'), ('sacrifice', 'NN'), ('willing', 'JJ'), ('make', 'NN'), (""''"", ""''"")]","[('bojo', 'n'), ('``', 'n'), ('may', 'n'), ('die', 'v'), ('sacrifice', 'n'), ('willing', 'a'), ('make', 'n'), (""''"", 'n')]","['bojo', '``', 'may', 'die', 'sacrifice', 'willing', 'make', ""''""]"
594,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","Can’t take this dude serious, he reminds me of a SNL skit.",13,"['can not', 'take', 'this', 'dude', 'serious,', 'he', 'reminds', 'me', 'of', 'a', 'SNL', 'skit.']","can not take this dude serious, he reminds me of a SNL skit.","['can', 'not', 'take', 'this', 'dude', 'serious', ',', 'he', 'reminds', 'me', 'of', 'a', 'SNL', 'skit', '.']","['can', 'not', 'take', 'this', 'dude', 'serious', ',', 'he', 'reminds', 'me', 'of', 'a', 'snl', 'skit', '.']","['can', 'not', 'take', 'this', 'dude', 'serious', 'he', 'reminds', 'me', 'of', 'a', 'snl', 'skit']","['take', 'dude', 'serious', 'reminds', 'snl', 'skit']","[('take', 'VB'), ('dude', 'NN'), ('serious', 'JJ'), ('reminds', 'NNS'), ('snl', 'VBP'), ('skit', 'NN')]","[('take', 'v'), ('dude', 'n'), ('serious', 'a'), ('reminds', 'n'), ('snl', 'v'), ('skit', 'n')]","['take', 'dude', 'serious', 'reminds', 'snl', 'skit']"
595,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",Sound more like a political speech to win back the vote of the people than an actual apology,91,"['Sound', 'more', 'like', 'a', 'political', 'speech', 'to', 'win', 'back', 'the', 'vote', 'of', 'the', 'people', 'than', 'an', 'actual', 'apology']",Sound more like a political speech to win back the vote of the people than an actual apology,"['Sound', 'more', 'like', 'a', 'political', 'speech', 'to', 'win', 'back', 'the', 'vote', 'of', 'the', 'people', 'than', 'an', 'actual', 'apology']","['sound', 'more', 'like', 'a', 'political', 'speech', 'to', 'win', 'back', 'the', 'vote', 'of', 'the', 'people', 'than', 'an', 'actual', 'apology']","['sound', 'more', 'like', 'a', 'political', 'speech', 'to', 'win', 'back', 'the', 'vote', 'of', 'the', 'people', 'than', 'an', 'actual', 'apology']","['sound', 'like', 'political', 'speech', 'win', 'back', 'vote', 'people', 'actual', 'apology']","[('sound', 'NN'), ('like', 'IN'), ('political', 'JJ'), ('speech', 'NN'), ('win', 'VB'), ('back', 'RB'), ('vote', 'JJ'), ('people', 'NNS'), ('actual', 'JJ'), ('apology', 'NN')]","[('sound', 'n'), ('like', 'n'), ('political', 'a'), ('speech', 'n'), ('win', 'v'), ('back', 'n'), ('vote', 'a'), ('people', 'n'), ('actual', 'a'), ('apology', 'n')]","['sound', 'like', 'political', 'speech', 'win', 'back', 'vote', 'people', 'actual', 'apology']"
596,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","can't help it, i'm sobbing. these past completely unexpected 12 months have been awful. so sorry for all those who have lost their lives and for their remaining loved ones.",32,"['can not', 'help', 'it,', 'I am', 'sobbing.', 'these', 'past', 'completely', 'unexpected', '12', 'months', 'have', 'been', 'awful.', 'so', 'sorry', 'for', 'all', 'those', 'who', 'have', 'lost', 'their', 'lives', 'and', 'for', 'their', 'remaining', 'loved', 'ones.']","can not help it, I am sobbing. these past completely unexpected 12 months have been awful. so sorry for all those who have lost their lives and for their remaining loved ones.","['can', 'not', 'help', 'it', ',', 'I', 'am', 'sobbing', '.', 'these', 'past', 'completely', 'unexpected', '12', 'months', 'have', 'been', 'awful', '.', 'so', 'sorry', 'for', 'all', 'those', 'who', 'have', 'lost', 'their', 'lives', 'and', 'for', 'their', 'remaining', 'loved', 'ones', '.']","['can', 'not', 'help', 'it', ',', 'i', 'am', 'sobbing', '.', 'these', 'past', 'completely', 'unexpected', '12', 'months', 'have', 'been', 'awful', '.', 'so', 'sorry', 'for', 'all', 'those', 'who', 'have', 'lost', 'their', 'lives', 'and', 'for', 'their', 'remaining', 'loved', 'ones', '.']","['can', 'not', 'help', 'it', 'i', 'am', 'sobbing', 'these', 'past', 'completely', 'unexpected', '12', 'months', 'have', 'been', 'awful', 'so', 'sorry', 'for', 'all', 'those', 'who', 'have', 'lost', 'their', 'lives', 'and', 'for', 'their', 'remaining', 'loved', 'ones']","['help', 'sobbing', 'past', 'completely', 'unexpected', '12', 'months', 'awful', 'sorry', 'lost', 'lives', 'remaining', 'loved', 'ones']","[('help', 'NN'), ('sobbing', 'VBG'), ('past', 'JJ'), ('completely', 'RB'), ('unexpected', 'JJ'), ('12', 'CD'), ('months', 'NNS'), ('awful', 'JJ'), ('sorry', 'NN'), ('lost', 'VBD'), ('lives', 'NNS'), ('remaining', 'VBG'), ('loved', 'JJ'), ('ones', 'NNS')]","[('help', 'n'), ('sobbing', 'v'), ('past', 'a'), ('completely', 'n'), ('unexpected', 'a'), ('12', 'n'), ('months', 'n'), ('awful', 'a'), ('sorry', 'n'), ('lost', 'v'), ('lives', 'n'), ('remaining', 'v'), ('loved', 'a'), ('ones', 'n')]","['help', 'sob', 'past', 'completely', 'unexpected', '12', 'month', 'awful', 'sorry', 'lose', 'life', 'remain', 'loved', 'one']"
597,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021","""look into his eyes and tell him why he didnt bother closing schools in the first place""",346,"['""look', 'into', 'his', 'eyes', 'and', 'tell', 'him', 'why', 'he', 'did not', 'bother', 'closing', 'schools', 'in', 'the', 'first', 'place""']","""look into his eyes and tell him why he did not bother closing schools in the first place""","['``', 'look', 'into', 'his', 'eyes', 'and', 'tell', 'him', 'why', 'he', 'did', 'not', 'bother', 'closing', 'schools', 'in', 'the', 'first', 'place', ""''""]","['``', 'look', 'into', 'his', 'eyes', 'and', 'tell', 'him', 'why', 'he', 'did', 'not', 'bother', 'closing', 'schools', 'in', 'the', 'first', 'place', ""''""]","['``', 'look', 'into', 'his', 'eyes', 'and', 'tell', 'him', 'why', 'he', 'did', 'not', 'bother', 'closing', 'schools', 'in', 'the', 'first', 'place', ""''""]","['``', 'look', 'eyes', 'tell', 'bother', 'closing', 'schools', 'first', 'place', ""''""]","[('``', '``'), ('look', 'VB'), ('eyes', 'NNS'), ('tell', 'VB'), ('bother', 'RB'), ('closing', 'NN'), ('schools', 'NNS'), ('first', 'JJ'), ('place', 'NN'), (""''"", ""''"")]","[('``', 'n'), ('look', 'v'), ('eyes', 'n'), ('tell', 'v'), ('bother', 'n'), ('closing', 'n'), ('schools', 'n'), ('first', 'a'), ('place', 'n'), (""''"", 'n')]","['``', 'look', 'eye', 'tell', 'bother', 'closing', 'school', 'first', 'place', ""''""]"
598,"Covid-19: Boris Johnson 'deeply sorry' as UK deaths exceed 100,000 🔴 @BBC News live - BBC",BBC,"462,537 views","Streamed live on Jan 27, 2021",boris be like “lol srry”,17,"['boris', 'be', 'like', '“lol', 'srry”']",boris be like “lol srry”,"['boris', 'be', 'like', '“', 'lol', 'srry', '”']","['boris', 'be', 'like', '“', 'lol', 'srry', '”']","['boris', 'be', 'like', '“', 'lol', 'srry', '”']","['boris', 'like', '“', 'lol', 'srry', '”']","[('boris', 'NNS'), ('like', 'IN'), ('“', 'NNP'), ('lol', 'NN'), ('srry', 'NN'), ('”', 'NN')]","[('boris', 'n'), ('like', 'n'), ('“', 'n'), ('lol', 'n'), ('srry', 'n'), ('”', 'n')]","['boris', 'like', '“', 'lol', 'srry', '”']"
